psmid|articleid|assetid|counter
cho_book_1979_brownlie_000_0000|3|KLDRCH083036204|1
cho_book_1979_brownlie_000_0000|30|FIJYOP715755147|1
cho_binx_1932-1933_0009_000_0000|82|NXMTDF258646097|1
cho_book_1979_brownlie_000_0000|32|LUVOQK971976589|1
cho_binx_1943_0020_000_0000|102|SDVHHV833838919|1
cho_book_1979_brownlie_000_0000|34|FLCPKL582212735|1
cho_binx_1943_0020_000_0000|103|SPAWPL949532173|1
cho_book_1979_brownlie_000_0000|36|KRAWOU724739769|1
cho_book_1979_brownlie_000_0000|37|SAWAUE772268324|1
cho_book_1979_brownlie_000_0000|38|HTLTNL709439760|1
cho_book_1979_brownlie_000_0000|39|JVLUQK261026038|1
cho_book_1979_brownlie_000_0000|4|QMUKPV886361777|1
cho_bcrc_1949_0001_000_0000|33|WLBYSQ693575095|1
cho_binx_1927-1928_0004_000_0000|156|JYSIBN999674435|1
cho_binx_1932-1933_0009_000_0000|83|ZYHCNC780358821|1
cho_binx_1943_0020_000_0000|104|HHTGUG408908526|1
cho_book_1979_brownlie_000_0000|44|YKESKJ217053354|1
cho_book_1979_brownlie_000_0000|45|ZRTLVF392574197|1
cho_binx_1943_0020_000_0000|105|EDKIKL531889479|1
cho_binx_1932-1933_0009_000_0000|84|OPYMHN596676687|1
cho_book_1979_brownlie_000_0000|48|YUBKQT673587900|1
cho_book_1979_brownlie_000_0000|49|EKCOKN229299164|1
cho_book_1979_brownlie_000_0000|5|OAHYIC949098081|1
cho_book_1979_brownlie_000_0000|50|EIPTFF754447072|1
cho_book_1979_brownlie_000_0000|51|APRLVI684705493|1
cho_binx_1943_0020_000_0000|106|TFMKEZ046010743|1
cho_binx_1943_0020_000_0000|107|KYJITG596886678|1
cho_binx_1927-1928_0004_000_0000|157|NHMIGF884498200|1
cho_book_1979_brownlie_000_0000|55|EZPXIV959518742|1
cho_book_1979_brownlie_000_0000|56|GGMOPU783311819|1
cho_binx_1932-1933_0009_000_0000|85|JESJCF993815219|1
cho_binx_1943_0020_000_0000|108|AULUUR755587365|1
cho_binx_1943_0020_000_0000|109|YGJPQR154409169|1
cho_book_1979_brownlie_000_0000|6|NRRQSF840026602|1
cho_binx_1932-1933_0009_000_0000|86|SSTOIP443758566|1
cho_binx_1943_0020_000_0000|11|ODZDGD224639259|1
cho_book_1979_brownlie_000_0000|62|OGAVAS696522975|1
cho_book_1979_brownlie_000_0000|63|TFZGIG506526646|1
cho_book_1979_brownlie_000_0000|64|JWKYAH801103563|1
cho_binx_1943_0020_000_0000|110|VOYZWP980280788|1
cho_book_1979_brownlie_000_0000|66|PEOEGX747193106|1
cho_book_1979_brownlie_000_0000|67|WRMOZT468065576|1
cho_book_1979_brownlie_000_0000|68|PDQRWP334132795|1
cho_bcrc_1937_cleeve_001_0000|10|LJGFFS571371763|1
cho_book_1979_brownlie_000_0000|7|DRBNPO433597454|1
cho_book_1979_brownlie_000_0000|70|PHIOQF755556750|1
cho_book_1979_brownlie_000_0000|71|PBYQTL829980246|1
cho_bcrc_1938_0000_000_0000|17|BXJVUD185101626|1
cho_bcrc_1938_0000_001_0000|81|YPPYVY350262691|1
cho_bcrc_1949_0001_000_0000|34|PHCJOS913571505|1
cho_book_1979_brownlie_000_0000|75|LDOITA576727725|1
cho_binx_1927-1928_0004_000_0000|158|XCTNQJ931737904|1
cho_book_1979_brownlie_000_0000|77|RAXQJK989187693|1
cho_book_1979_brownlie_000_0000|78|JJUXYC741290254|1
cho_binx_1932-1933_0009_000_0000|87|POMBWP474381940|1
cho_book_1979_brownlie_000_0000|8|CYJSFS380325855|1
cho_binx_1943_0020_000_0000|111|OEIXNS662644856|1
cho_book_1979_brownlie_000_0000|81|TOERBX038168735|1
cho_book_1979_brownlie_000_0000|82|BTBYLN141279932|1
cho_book_1979_brownlie_000_0000|83|GCBTPT391400601|1
cho_binx_1943_0020_000_0000|112|EQDUOU179017391|1
cho_binx_1932-1933_0009_000_0000|88|GIVEXO239650388|1
cho_binx_1943_0020_000_0000|113|ZHKZAZ695803484|1
cho_binx_1943_0020_000_0000|114|MGXDVY811175289|1
cho_binx_1927-1928_0004_000_0000|159|ZOWHHJ833795296|1
cho_binx_1932-1933_0009_000_0000|89|XKVTIK026351510|1
cho_book_1979_brownlie_000_0000|9|PLJZHO908014184|1
cho_book_1979_brownlie_000_0000|90|CLXQCX932449360|1
cho_binx_1943_0020_000_0000|115|VSGYBP283029646|1
cho_book_1979_brownlie_000_0000|92|VRUCYV902895487|1
cho_book_1979_brownlie_000_0000|93|CNVPEQ267330213|1
cho_binx_1943_0020_000_0000|116|XPVRPN453759652|1
cho_book_1979_brownlie_000_0000|95|LUSJJO518357814|1
cho_binx_1932-1933_0009_000_0000|9|PFZOUA042441133|1
cho_book_1979_brownlie_000_0000|97|VLSDBT870875194|1
cho_book_1979_brownlie_000_0000|98|DYYUHW303742256|1
cho_book_1979_brownlie_000_0000|99|GWHNKN605901394|1
cho_book_1979_hanabusa_000_0000|1|RVKBEU510856673|1
cho_book_1979_hanabusa_000_0000|10|CDXFIG792485460|1
cho_book_1979_hanabusa_000_0000|11|EAQJVY665607183|1
cho_book_1979_hanabusa_000_0000|12|GQWECZ568870140|1
cho_book_1979_hanabusa_000_0000|13|AQRLLU419812231|1
cho_book_1979_hanabusa_000_0000|14|IOQLXX817129646|1
cho_book_1979_hanabusa_000_0000|15|ZOJGTN919009693|1
cho_book_1979_hanabusa_000_0000|16|SCYIDD237306174|1
cho_book_1979_hanabusa_000_0000|17|AUHKAE188698844|1
cho_book_1979_hanabusa_000_0000|18|FREMTR731224497|1
cho_book_1979_hanabusa_000_0000|19|ZUAFLV260808124|1
cho_book_1979_hanabusa_000_0000|2|JJBSRZ888010192|1
cho_book_1979_hanabusa_000_0000|20|UOQDOH929971709|1
cho_book_1979_hanabusa_000_0000|21|FBCELJ645717304|1
cho_book_1979_hanabusa_000_0000|22|AKNRTL378673802|1
cho_book_1979_hanabusa_000_0000|23|ZTFRQJ207611045|1
cho_book_1979_hanabusa_000_0000|24|ADDXAG042458344|1
cho_book_1979_hanabusa_000_0000|25|FQIGQK632853723|1
cho_book_1979_hanabusa_000_0000|3|KHKPWF639496041|1
cho_book_1979_hanabusa_000_0000|4|MLWVYC380003689|1
cho_book_1979_hanabusa_000_0000|5|QQFKJG771442690|1
cho_book_1979_hanabusa_000_0000|6|WLPQDU438801976|1
cho_book_1979_hanabusa_000_0000|7|PEZOJH070205833|1
cho_book_1979_hanabusa_000_0000|8|NHDLYR455490694|1
cho_book_1979_hanabusa_000_0000|9|MZNVNP845676506|1
cho_book_1979_harris_000_0000|1|TUNOIM423094413|1
cho_book_1979_harris_000_0000|10|ETHWRM530029570|1
cho_book_1979_harris_000_0000|11|FCFDDF860256195|1
cho_book_1979_harris_000_0000|12|LURCQJ864450475|1
cho_book_1979_harris_000_0000|13|WNZFVH285050334|1
cho_book_1979_harris_000_0000|14|HUFTEV757629803|1
cho_book_1979_harris_000_0000|15|PFJYCY170553243|1
cho_book_1979_harris_000_0000|16|ISSIEH322139350|1
cho_book_1979_harris_000_0000|17|AAHWRY135987402|1
cho_book_1979_harris_000_0000|18|YUDSML089311251|1
cho_book_1979_harris_000_0000|19|QSMSEW010601152|1
cho_book_1979_harris_000_0000|2|TBADNE304394005|1
cho_book_1979_harris_000_0000|20|CUCRAJ358547098|1
cho_book_1979_harris_000_0000|21|BCUDWP165038421|1
cho_book_1979_harris_000_0000|22|ZYVZHZ964563160|1
cho_binx_1943_0020_000_0000|117|JDKKJB470012344|1
cho_book_1979_harris_000_0000|24|NACPSV399255760|1
cho_book_1979_harris_000_0000|25|PKKTWU592223777|1
cho_book_1979_harris_000_0000|26|SSXQOP684716836|1
cho_book_1979_harris_000_0000|27|HMGHOQ538330929|1
cho_book_1979_harris_000_0000|28|GNPEZK533265496|1
cho_book_1979_harris_000_0000|29|CGBUBH632859105|1
cho_book_1979_harris_000_0000|3|BZIDLG141069081|1
cho_book_1979_harris_000_0000|30|OUANJH721670899|1
cho_book_1979_harris_000_0000|31|HSSEAR539143443|1
cho_book_1979_harris_000_0000|32|CDPDRH907672557|1
cho_book_1979_harris_000_0000|4|JVURJF814778915|1
cho_book_1979_harris_000_0000|5|VCYMAI187024716|1
cho_book_1979_harris_000_0000|6|YPKTAK376639876|1
cho_book_1979_harris_000_0000|7|AYFDWP919309752|1
cho_book_1979_harris_000_0000|8|HTETWO827201872|1
cho_book_1979_harris_000_0000|9|RCGBUM908706453|1
cho_book_1979_irving_000_0000|1|SENAHI434276552|1
cho_book_1979_irving_000_0000|10|OTQHQV928690513|1
cho_book_1979_irving_000_0000|11|ELABAV068556932|1
cho_book_1979_irving_000_0000|12|UQVDWG096639446|1
cho_book_1979_irving_000_0000|13|YQAANA294185628|1
cho_book_1979_irving_000_0000|14|FXZBBW875583075|1
cho_book_1979_irving_000_0000|15|JKTPON041389927|1
cho_book_1979_irving_000_0000|16|ZZCXYT508757623|1
cho_book_1979_irving_000_0000|17|RFMQDU951812502|1
cho_book_1979_irving_000_0000|18|YLXBKC400548149|1
cho_book_1979_irving_000_0000|19|HXFHMI788489502|1
cho_book_1979_irving_000_0000|2|ZJIPVO532080693|1
cho_book_1979_irving_000_0000|20|CWOHKU835107310|1
cho_book_1979_irving_000_0000|21|CMYIBD096091256|1
cho_book_1979_irving_000_0000|3|CGAMCP852261752|1
cho_book_1979_irving_000_0000|4|HQGEWP559315408|1
cho_book_1979_irving_000_0000|5|BDCVTB992859000|1
cho_book_1979_irving_000_0000|6|KLHPLF602020419|1
cho_book_1979_irving_000_0000|7|RFSCXG689795293|1
cho_book_1979_irving_000_0000|8|CPOCIW341012613|1
cho_book_1979_irving_000_0000|9|TCKYOA099786473|1
cho_book_1979_turner_000_0000|1|IWJGGO371671671|1
cho_book_1979_turner_000_0000|10|EEWHUS941622838|1
cho_book_1979_turner_000_0000|11|YYVDEU483461527|1
cho_book_1979_turner_000_0000|12|ZEUCJB572590020|1
cho_book_1979_turner_000_0000|13|LYCXLL241279093|1
cho_book_1979_turner_000_0000|14|LAMNUC524253890|1
cho_book_1979_turner_000_0000|15|MEABVY033063381|1
cho_book_1979_turner_000_0000|16|ZTURGV867694874|1
cho_book_1979_turner_000_0000|17|OXSGQU552938112|1
cho_book_1979_turner_000_0000|18|JRNPFQ911773034|1
cho_book_1979_turner_000_0000|19|UXJNKO845930429|1
cho_book_1979_turner_000_0000|2|GUBWZP507992127|1
cho_book_1979_turner_000_0000|20|KRKWTA207431677|1
cho_book_1979_turner_000_0000|21|EKBLWG584813042|1
cho_book_1979_turner_000_0000|22|QLQRXM199693471|1
cho_book_1979_turner_000_0000|23|BFNREJ356282798|1
cho_book_1979_turner_000_0000|3|HUIGSM555370771|1
cho_book_1979_turner_000_0000|4|DQWQVJ260099503|1
cho_book_1979_turner_000_0000|5|BHXXOB260784374|1
cho_book_1979_turner_000_0000|6|POZRCI659752349|1
cho_binx_1943_0020_000_0000|118|BMWHYJ587650230|1
cho_book_1979_turner_000_0000|8|GOOXAJ920804702|1
cho_book_1979_turner_000_0000|9|COUSVG648974500|1
cho_byil_1920-1921_0001_000_0000|1|PGYMNK729558468|1
cho_byil_1920-1921_0001_000_0000|10|MPYRBU117020817|1
cho_byil_1920-1921_0001_000_0000|11|VJWHGG886005456|1
cho_byil_1920-1921_0001_000_0000|12|UDLZEY428146979|1
cho_byil_1920-1921_0001_000_0000|13|JGLWBQ096711032|1
cho_byil_1920-1921_0001_000_0000|14|SRDNUD203165713|1
cho_byil_1920-1921_0001_000_0000|15|BGYNJR062684142|1
cho_byil_1920-1921_0001_000_0000|16|ILUFSK269520077|1
cho_byil_1920-1921_0001_000_0000|17|CNKMYG713116618|1
cho_byil_1920-1921_0001_000_0000|18|KEMNJG161590297|1
cho_byil_1920-1921_0001_000_0000|19|SROGUV624324950|1
cho_byil_1920-1921_0001_000_0000|2|SRFAVT027626282|1
cho_byil_1920-1921_0001_000_0000|20|FZBQNG324833381|1
cho_byil_1920-1921_0001_000_0000|21|GZEMDU144234173|1
cho_byil_1920-1921_0001_000_0000|22|PDVAOK594360371|1
cho_byil_1920-1921_0001_000_0000|23|PQHBXA236434258|1
cho_byil_1920-1921_0001_000_0000|24|DUAOSS455926951|1
cho_byil_1920-1921_0001_000_0000|3|CQFSVG695695405|1
cho_byil_1920-1921_0001_000_0000|4|TOTLSU156085714|1
cho_byil_1920-1921_0001_000_0000|5|JYJBLE722527357|1
cho_byil_1920-1921_0001_000_0000|6|ULTOIO265489877|1
cho_byil_1920-1921_0001_000_0000|7|GGBYXJ300552124|1
cho_byil_1920-1921_0001_000_0000|8|OCDRWK299509563|1
cho_byil_1920-1921_0001_000_0000|9|CCHVIT015929979|1
cho_byil_1921_0002_000_0000|1|FATIIH519621170|1
cho_byil_1921_0002_000_0000|10|BNFGWN181655568|1
cho_byil_1921_0002_000_0000|11|MASXWS884767208|1
cho_byil_1921_0002_000_0000|12|NZCVWK043636271|1
cho_byil_1921_0002_000_0000|13|FMKDJJ877028174|1
cho_byil_1921_0002_000_0000|14|QOQILR592552673|1
cho_byil_1921_0002_000_0000|15|KOLRJS297296004|1
cho_byil_1921_0002_000_0000|16|MVKDEX215004722|1
cho_byil_1921_0002_000_0000|17|LGKFHG625107982|1
cho_byil_1921_0002_000_0000|18|MZFNEW508282438|1
cho_byil_1921_0002_000_0000|19|SFMTCU994653053|1
cho_byil_1921_0002_000_0000|2|TFCTNV338556739|1
cho_bcrc_1949_0001_000_0000|35|HPAOLU125396667|1
cho_byil_1921_0002_000_0000|21|VKJIYU680403532|1
cho_binx_1927-1928_0004_000_0000|16|EKIDLE537734529|1
cho_byil_1921_0002_000_0000|23|LRQVMN368456611|1
cho_binx_1932-1933_0009_000_0000|90|PFQHYN297787678|1
cho_byil_1921_0002_000_0000|25|ZLNISY722402767|1
cho_byil_1921_0002_000_0000|26|UMSBGO805735602|1
cho_byil_1921_0002_000_0000|3|BBGXNO786992929|1
cho_byil_1921_0002_000_0000|4|XBIXQU786521942|1
cho_byil_1921_0002_000_0000|5|MKXNMB735764179|1
cho_byil_1921_0002_000_0000|6|XNFTGG999755360|1
cho_byil_1921_0002_000_0000|7|TTGZCQ384190842|1
cho_byil_1921_0002_000_0000|8|SBCQRU381838682|1
cho_byil_1921_0002_000_0000|9|BXTQEQ606445556|1
cho_byil_1922_0003_000_0000|1|TVSAEH757135622|1
cho_byil_1922_0003_000_0000|10|VLDNDJ273911333|1
cho_byil_1922_0003_000_0000|11|VEWIRL435279071|1
cho_byil_1922_0003_000_0000|12|WULWWK871465914|1
cho_byil_1922_0003_000_0000|13|WROPEA133959590|1
cho_byil_1922_0003_000_0000|14|ARSSQH643029160|1
cho_byil_1922_0003_000_0000|15|MWUZPP729947485|1
cho_byil_1922_0003_000_0000|16|FYVLML726516774|1
cho_byil_1922_0003_000_0000|17|KGYALB649179565|1
cho_byil_1922_0003_000_0000|18|OGDHYX661474649|1
cho_byil_1922_0003_000_0000|19|YLIFSF986634869|1
cho_byil_1922_0003_000_0000|2|YTQIMU296648657|1
cho_byil_1922_0003_000_0000|20|NLFURO197701501|1
cho_byil_1922_0003_000_0000|21|CYDBDX202393584|1
cho_byil_1922_0003_000_0000|22|JCBUME422401327|1
cho_byil_1922_0003_000_0000|23|NALOCS641008530|1
cho_byil_1922_0003_000_0000|24|SWIBXT555398425|1
cho_byil_1922_0003_000_0000|25|HLIUAS097971014|1
cho_byil_1922_0003_000_0000|26|VKMHFV967946852|1
cho_byil_1922_0003_000_0000|27|HKZDVG491497638|1
cho_byil_1922_0003_000_0000|28|JAMDPH496510009|1
cho_byil_1922_0003_000_0000|29|XTUVUX098652795|1
cho_byil_1922_0003_000_0000|3|PJIZOC518985773|1
cho_byil_1922_0003_000_0000|30|TFUYUK969928049|1
cho_byil_1922_0003_000_0000|31|GFLYDS097726585|1
cho_byil_1922_0003_000_0000|32|ZUIBKU218732621|1
cho_byil_1922_0003_000_0000|33|BMTCNF472872608|1
cho_byil_1922_0003_000_0000|34|PEYUMR443714496|1
cho_byil_1922_0003_000_0000|35|IJKKYQ851324541|1
cho_byil_1922_0003_000_0000|36|GTSSSU544678416|1
cho_byil_1922_0003_000_0000|37|PZDEEK471810723|1
cho_byil_1922_0003_000_0000|38|LRSILA797125079|1
cho_byil_1922_0003_000_0000|39|KTLITR909360442|1
cho_byil_1922_0003_000_0000|4|BMQSYC871921040|1
cho_byil_1922_0003_000_0000|40|MHKLED128144510|1
cho_byil_1922_0003_000_0000|41|HYHTRG367424981|1
cho_byil_1922_0003_000_0000|42|EHCHZV923200113|1
cho_byil_1922_0003_000_0000|43|MFNGBL652355366|1
cho_byil_1922_0003_000_0000|5|NIGCXF513063595|1
cho_byil_1922_0003_000_0000|6|JDYHGV278367783|1
cho_byil_1922_0003_000_0000|7|IQUQCU418162380|1
cho_byil_1922_0003_000_0000|8|TSENGX450084131|1
cho_byil_1922_0003_000_0000|9|BPJUHK650584779|1
cho_byil_1923_0004_000_0000|1|WNSWMC296844147|1
cho_byil_1923_0004_000_0000|10|MEFLIS639814190|1
cho_byil_1923_0004_000_0000|11|EFHOGK708808028|1
cho_byil_1923_0004_000_0000|12|PMMBQW417014915|1
cho_byil_1923_0004_000_0000|13|ZGVPOO541636319|1
cho_byil_1923_0004_000_0000|14|YRHOSM292821968|1
cho_byil_1923_0004_000_0000|15|SXEWXD241407096|1
cho_byil_1923_0004_000_0000|16|SPQZZX312920370|1
cho_byil_1923_0004_000_0000|17|MJPUSM453061666|1
cho_byil_1923_0004_000_0000|18|SQYNRL945579114|1
cho_byil_1923_0004_000_0000|19|JSKXYW714159758|1
cho_byil_1923_0004_000_0000|2|HTHHJR056869306|1
cho_byil_1923_0004_000_0000|20|SBTUAX186835055|1
cho_byil_1923_0004_000_0000|21|SXPSXA501736547|1
cho_byil_1923_0004_000_0000|22|BYBHAK604661831|1
cho_byil_1923_0004_000_0000|23|PXYRHR810295934|1
cho_byil_1923_0004_000_0000|24|WRKVXC544114890|1
cho_byil_1923_0004_000_0000|25|KMDMLJ715840159|1
cho_byil_1923_0004_000_0000|26|RRDHUQ594878655|1
cho_byil_1923_0004_000_0000|27|EOUWFD520805173|1
cho_binx_1943_0020_000_0000|119|LRERXE068855656|1
cho_byil_1923_0004_000_0000|29|CNVLGB286506307|1
cho_byil_1923_0004_000_0000|3|LYQFFN501512717|1
cho_byil_1923_0004_000_0000|30|FVQMKG506322323|1
cho_byil_1923_0004_000_0000|31|JKGPYY359103409|1
cho_byil_1923_0004_000_0000|32|ADDYJC610754620|1
cho_byil_1923_0004_000_0000|33|MMNEZY921962599|1
cho_byil_1923_0004_000_0000|34|MTNPQA410206436|1
cho_byil_1923_0004_000_0000|35|AICYCS506672915|1
cho_byil_1923_0004_000_0000|36|VICSMF353035216|1
cho_byil_1923_0004_000_0000|37|GVCOSW406240066|1
cho_byil_1923_0004_000_0000|38|ORFXOU369502754|1
cho_byil_1923_0004_000_0000|39|NMEUKB804584124|1
cho_byil_1923_0004_000_0000|4|ZDVQSP604292199|1
cho_byil_1923_0004_000_0000|40|VUXSWR897407108|1
cho_byil_1923_0004_000_0000|41|ELKLTE369731877|1
cho_byil_1923_0004_000_0000|42|HCUQGW008042336|1
cho_byil_1923_0004_000_0000|43|NNEBZD465199446|1
cho_byil_1923_0004_000_0000|44|JOBVUQ106231867|1
cho_byil_1923_0004_000_0000|45|BCZOPX696134062|1
cho_byil_1923_0004_000_0000|46|VXHJES702062655|1
cho_byil_1923_0004_000_0000|47|PYFRRX902350142|1
cho_byil_1923_0004_000_0000|5|YWDCYA960381844|1
cho_byil_1923_0004_000_0000|6|AYMWHE843612889|1
cho_byil_1923_0004_000_0000|7|HWUIVU542057294|1
cho_byil_1923_0004_000_0000|8|PLQAEF816025177|1
cho_byil_1923_0004_000_0000|9|EPYZNQ622359452|1
cho_byil_1924_0005_000_0000|1|PJEHOI804810241|1
cho_byil_1924_0005_000_0000|10|VNVXBR688213689|1
cho_byil_1924_0005_000_0000|11|HADWJL052537592|1
cho_byil_1924_0005_000_0000|12|ENICTB648998966|1
cho_byil_1924_0005_000_0000|13|SGMOUD280678715|1
cho_byil_1924_0005_000_0000|14|UKVTQX556962031|1
cho_byil_1924_0005_000_0000|15|XPQCPL188806024|1
cho_byil_1924_0005_000_0000|16|JLXKWC563961462|1
cho_byil_1924_0005_000_0000|17|JLKXIJ930726250|1
cho_byil_1924_0005_000_0000|18|KFFTNF629228237|1
cho_byil_1924_0005_000_0000|19|QUZWUJ536195511|1
cho_byil_1924_0005_000_0000|2|SRFJUI355672305|1
cho_byil_1924_0005_000_0000|20|NHDTCC934911157|1
cho_byil_1924_0005_000_0000|21|JHXMCH632710619|1
cho_byil_1924_0005_000_0000|22|YXAHTA808158545|1
cho_byil_1924_0005_000_0000|23|PSPGYH217195130|1
cho_byil_1924_0005_000_0000|24|ADBRER223217449|1
cho_byil_1924_0005_000_0000|25|GLJHIH696158491|1
cho_byil_1924_0005_000_0000|26|MCYGFX960070978|1
cho_byil_1924_0005_000_0000|27|EOJJMK203824337|1
cho_byil_1924_0005_000_0000|28|HVFPHT608888770|1
cho_byil_1924_0005_000_0000|29|VKNDKI590404258|1
cho_byil_1924_0005_000_0000|3|LQRWFZ780082897|1
cho_byil_1924_0005_000_0000|30|IGEVFF782307520|1
cho_byil_1924_0005_000_0000|31|JFFBHJ403570681|1
cho_byil_1924_0005_000_0000|32|FMCUHG792945257|1
cho_byil_1924_0005_000_0000|33|CORDYZ058091744|1
cho_byil_1924_0005_000_0000|34|PJPBAV052808402|1
cho_byil_1924_0005_000_0000|35|AZPBJR484625971|1
cho_byil_1924_0005_000_0000|36|LIFJIZ090028927|1
cho_byil_1924_0005_000_0000|37|QLVYNX053248882|1
cho_byil_1924_0005_000_0000|38|ZNIUDL443759416|1
cho_byil_1924_0005_000_0000|39|DUAPGC730379425|1
cho_byil_1924_0005_000_0000|4|PKJAAM494182200|1
cho_byil_1924_0005_000_0000|40|WGKCQU009459358|1
cho_byil_1924_0005_000_0000|41|LYIFUY770098149|1
cho_byil_1924_0005_000_0000|42|KKVUIB656271949|1
cho_byil_1924_0005_000_0000|43|FYCPFW769480645|1
cho_byil_1924_0005_000_0000|44|AZCQEY906903282|1
cho_byil_1924_0005_000_0000|5|MSOBYV023526698|1
cho_binx_1943_0020_000_0000|12|XFCHGU170886321|1
cho_byil_1924_0005_000_0000|7|XYSTZI498169942|1
cho_byil_1924_0005_000_0000|8|XNDEBI578654871|1
cho_byil_1924_0005_000_0000|9|OOZKWP753361741|1
cho_byil_1925_0006_000_0000|1|UGZUBF291061810|1
cho_byil_1925_0006_000_0000|10|BWVTOQ966972857|1
cho_byil_1925_0006_000_0000|11|JVILJA121961673|1
cho_byil_1925_0006_000_0000|12|EZODSB065048290|1
cho_byil_1925_0006_000_0000|13|QOQQII097442330|1
cho_byil_1925_0006_000_0000|14|XJCJXT861446419|1
cho_byil_1925_0006_000_0000|15|IGKUDA716497592|1
cho_byil_1925_0006_000_0000|16|SVMDXL345615464|1
cho_byil_1925_0006_000_0000|17|OSGHVG084147508|1
cho_byil_1925_0006_000_0000|18|ILHJGT383328087|1
cho_byil_1925_0006_000_0000|19|LRLETE777532886|1
cho_byil_1925_0006_000_0000|2|GNQNTJ211648569|1
cho_byil_1925_0006_000_0000|20|XFSBHO215882741|1
cho_byil_1925_0006_000_0000|21|NORAKP202986304|1
cho_byil_1925_0006_000_0000|22|TZAKOV446175599|1
cho_byil_1925_0006_000_0000|23|FTFJSW118044861|1
cho_byil_1925_0006_000_0000|24|YMDYND167675730|1
cho_byil_1925_0006_000_0000|25|YVMLNH976440678|1
cho_byil_1925_0006_000_0000|26|GMCEVF101913375|1
cho_byil_1925_0006_000_0000|27|CUUZUA510335679|1
cho_byil_1925_0006_000_0000|28|XQUXGO282918996|1
cho_byil_1925_0006_000_0000|29|HBUBMN402762426|1
cho_byil_1925_0006_000_0000|3|IXADNB293477856|1
cho_byil_1925_0006_000_0000|30|MJHDTU704108654|1
cho_byil_1925_0006_000_0000|31|SAAJWC340039497|1
cho_byil_1925_0006_000_0000|32|AQYJFV671536905|1
cho_byil_1925_0006_000_0000|33|RUMPGF757799364|1
cho_byil_1925_0006_000_0000|34|GCYQAU212558787|1
cho_byil_1925_0006_000_0000|35|RTUARF054431842|1
cho_byil_1925_0006_000_0000|36|DXDSCI245975410|1
cho_binx_1932-1933_0009_000_0000|91|PJMWAL951277579|1
cho_byil_1925_0006_000_0000|38|MZOCIC859483576|1
cho_byil_1925_0006_000_0000|39|UGBXHJ220231160|1
cho_byil_1925_0006_000_0000|4|ZRMBHQ268971948|1
cho_byil_1925_0006_000_0000|40|TENHZR889924094|1
cho_byil_1925_0006_000_0000|41|ZGQMKB779611363|1
cho_byil_1925_0006_000_0000|5|AEPIKW826646817|1
cho_byil_1925_0006_000_0000|6|IEUAGV676863490|1
cho_byil_1925_0006_000_0000|7|HOBKYJ827375453|1
cho_byil_1925_0006_000_0000|8|HXKEYY112329291|1
cho_byil_1925_0006_000_0000|9|XYWAOD027331258|1
cho_byil_1926_0007_000_0000|1|RFNDSX086138226|1
cho_byil_1926_0007_000_0000|10|YDSPSA916669698|1
cho_byil_1926_0007_000_0000|11|PTVAOH645339093|1
cho_byil_1926_0007_000_0000|12|EDOYYG690650387|1
cho_byil_1926_0007_000_0000|13|EPPWKJ479077427|1
cho_byil_1926_0007_000_0000|14|RXOGCG597135085|1
cho_byil_1926_0007_000_0000|15|NBQYRL248312524|1
cho_byil_1926_0007_000_0000|16|YKXZGP198436681|1
cho_byil_1926_0007_000_0000|17|HBICNS321491405|1
cho_byil_1926_0007_000_0000|18|FBAUEQ151942300|1
cho_byil_1926_0007_000_0000|19|IVLOVT427874404|1
cho_byil_1926_0007_000_0000|2|OSAFGN230999804|1
cho_byil_1926_0007_000_0000|20|FOBFYE574633481|1
cho_byil_1926_0007_000_0000|21|GGQXMO462858542|1
cho_byil_1926_0007_000_0000|22|RPRAKW066800726|1
cho_byil_1926_0007_000_0000|23|JIDSGT470795793|1
cho_binx_1943_0020_000_0000|120|VTDALD334347023|1
cho_byil_1926_0007_000_0000|25|LGMMSB407964336|1
cho_byil_1926_0007_000_0000|26|IIVLKC763702520|1
cho_byil_1926_0007_000_0000|27|MBTBYW543263563|1
cho_byil_1926_0007_000_0000|28|ZFZVIK817087214|1
cho_byil_1926_0007_000_0000|29|XTDQHS312862122|1
cho_byil_1926_0007_000_0000|3|HJDLHT102398354|1
cho_binx_1943_0020_000_0000|121|KFRZBN913822702|1
cho_binx_1927-1928_0004_000_0000|160|KAIEDJ361054669|1
cho_byil_1926_0007_000_0000|32|CLBXVM011169903|1
cho_byil_1926_0007_000_0000|33|WPZOFJ373578477|1
cho_byil_1926_0007_000_0000|34|COEBOI027489722|1
cho_byil_1926_0007_000_0000|35|XZENMT000941247|1
cho_byil_1926_0007_000_0000|36|QVIGME680230371|1
cho_byil_1926_0007_000_0000|37|JGIJMX146655556|1
cho_byil_1926_0007_000_0000|38|DFCPLW637865050|1
cho_byil_1926_0007_000_0000|39|HSYGJZ014501981|1
cho_byil_1926_0007_000_0000|4|NEIXZU548692327|1
cho_byil_1926_0007_000_0000|40|WHPDVV007860978|1
cho_byil_1926_0007_000_0000|41|WVNFLU824271464|1
