"psmid"|"early_articlesequence"|"latest_articlesequence"|"early_fulltitle"|"latest_fulltitle"|"early_aucomposed"|"latest_aucomposed"|"early_assetid"|"latest_assetid"|"atlashubuid"
"cho_byil_1961_0037_000_0000"|"30"|"30"|"La Capacite de l'Organisation des Nations Unies de conclure des traités"|"Intervention"|"J. F. McMahon"|"K. R. Simmonds"|"QFYSBW867961858"|"QFYSBW867961858"|""
"cho_byil_1961_0037_000_0000"|"31"|"31"|"Les Techniques de revision des conventions internationales"|"La Capacite de l'Organisation des Nations Unies de conclure des traités"|"D. W. Bowett"|"J. F. McMahon"|"RUBZGC965593659"|"RUBZGC965593659"|""
"cho_byil_1961_0037_000_0000"|"32"|"32"|"The Position of the Individual in International Law according to Grotius and Vattel"|"Les Techniques de revision des conventions internationales"|"K. R. Simmonds"|"D. W. Bowett"|"HODJCS979803352"|"HODJCS979803352"|""
"cho_byil_1961_0037_000_0000"|"33"|"33"|"The Law of International Institutions in Europe"|"The Position of the Individual in International Law according to Grotius and Vattel"|"Max Beloff"|"K. R. Simmonds"|"WYEUUJ809627013"|"WYEUUJ809627013"|""
"cho_byil_1961_0037_000_0000"|"34"|"34"|"Field Administration in the United Nations System"|"The Law of International Institutions in Europe"|"M. J. L. Hardy"|"Max Beloff"|"ESMQXO841978046"|"ESMQXO841978046"|""
"cho_byil_1961_0037_000_0000"|"35"|"35"|"Das Arbeitsrecht als Gegenstand internationaler Rechtsetzung"|"Field Administration in the United Nations System"|"K. R. Simmonds"|"M. J. L. Hardy"|"AZVSGC812529423"|"TMMGYA342620693"|""
"cho_byil_1961_0037_000_0000"|"36"|"36"|"Le Statut personnel des étrangers ennemis et la Convention de Geneve du 12 aout 1949 relative a la protection des civils"|"Das Arbeitsrecht als Gegenstand internationaler Rechtsetzung"|"Rosalyn Higgins"|"K. R. Simmonds"|"UKOBWE919614384"|"AZVSGC812529423"|""
"cho_byil_1961_0037_000_0000"|"37"|"37"|"Table of Cases"|"Le Statut personnel des étrangers ennemis et la Convention de Geneve du 12 aout 1949 relative a la protection des civils"|""|"Rosalyn Higgins"|"JOOJVE950602270"|"UKOBWE919614384"|""
"cho_byil_1962_0038_000_0000"|"19"|"19"|"Decisions of British Courts during 1961-1962 Involving Questions of Public or Private International Law"|"Decisions of British Courts During 1961-1962 Involving Questions of Public or Private International Law"|"D. W. Bowett"|""|"HADYZJ276607072"|"HADYZJ276607072"|""
"cho_byil_1962_0038_000_0000"|"20"|"20"|"B. Private International Law"|"A. Public International Law"|"P. B. Carter"|"D. W. Bowett"|"HJBPDC542912174"|"HJBPDC542912174"|""
"cho_byil_1962_0038_000_0000"|"21"|"21"|"Reviews of Books"|"B. Private International Law"|""|"P. B. Carter"|"IOEHXL639262185"|"IOEHXL639262185"|""
"cho_byil_1962_0038_000_0000"|"22"|"22"|"Academie de Droit International de la Haye: Recueil des cours, 1961"|"Reviews of Books"|"Ian Brownlie"|""|"SMJMBK484118590"|"SMJMBK484118590"|""
"cho_byil_1962_0038_000_0000"|"23"|"23"|"The Secretariat of the United Nations"|"Academie de Droit International de la Haye: Recueil des cours, 1961"|"Rosalyn Higgins"|"Ian Brownlie"|"JZPMMV833871320"|"JZPMMV833871320"|""
"cho_byil_1962_0038_000_0000"|"24"|"24"|"Judicial Control of the European Communities"|"The Secretariat of the United Nations"|"R. R. Baxter"|"Rosalyn Higgins"|"GFTKLB030746915"|"GFTKLB030746915"|""
"cho_byil_1962_0038_000_0000"|"25"|"25"|"The Law of Nations. An Introduction to the International Law of Peace"|"Judicial Control of the European Communities"|"D. H. N. Johnson"|"R. R. Baxter"|"DBWNAV746782202"|"DBWNAV746782202"|""
"cho_byil_1962_0038_000_0000"|"26"|"26"|"The Law of International Air Transport"|"The Law of Nations. An Introduction to the International Law of Peace"|"Arnold Kean"|"D. H. N. Johnson"|"NSDOXN441936752"|"NSDOXN441936752"|""
"cho_byil_1962_0038_000_0000"|"27"|"27"|"The International Legal Status of Austria, 1938-1955"|"The Law of International Air Transport"|"N. Maryan Green"|"Arnold Kean"|"NSYRHB553793080"|"NSYRHB553793080"|""
"cho_byil_1962_0038_000_0000"|"28"|"28"|"The Legality of a 'State of War' after the Cessation of Hostilities, under the Charter of the United Nations and the Covenant of the League of Nations"|"The International Legal Status of Austria, 1938-1955"|"R. Y. Jennings"|"N. Maryan Green"|"BKFGKE070839692"|"BKFGKE070839692"|""
"cho_byil_1962_0038_000_0000"|"29"|"29"|"The Fund Agreement in the Courts"|"The Legality of a 'State of War' after the Cessation of Hostilities, under the Charter of the United Nations and the Covenant of the League of Nations"|"J. E. S. Fawcett"|"R. Y. Jennings"|"ZDJCCG096209981"|"ZDJCCG096209981"|""
"cho_byil_1962_0038_000_0000"|"30"|"30"|"The Proper Law of International Organisations"|"The Fund Agreement in the Courts"|"D. W. Bowett"|"J. E. S. Fawcett"|"XROVVK489238745"|"XROVVK489238745"|""
"cho_byil_1962_0038_000_0000"|"31"|"31"|"International Enclaves and Rights of Passage with Special Reference to the Case Concerning Right of Passage over Indian Territory. By Frank E. Krenz. Geneva: Librairie E. Droz; Paris: Librairie Minard, 1961. 197 pp. No price stated"|"The Proper Law of International Organisations"|"Paul O'higgins"|"D. W. Bowett"|"HJGZHP698495706"|"HJGZHP698495706"|""
"cho_byil_1962_0038_000_0000"|"32"|"32"|"International Claims: Their Preparation and Presentation"|"International Enclaves and Rights of Passage with Special Reference to the Case Concerning Right of Passage over Indian Territory. By Frank E. Krenz. Geneva: Librairie E. Droz; Paris: Librairie Minard, 1961. 197 pp. No price stated"|"Hazel Fox"|"Paul O'higgins"|"XPANRO645250345"|"XPANRO645250345"|""
"cho_byil_1962_0038_000_0000"|"33"|"33"|"Peace and Opinion"|"International Claims: Their Preparation and Presentation"|"C. A. W. Manning"|"Hazel Fox"|"BIVJCT698015726"|"BIVJCT698015726"|""
"cho_byil_1962_0038_000_0000"|"34"|"34"|"Law and Minimum World Public Order: The Legal Regulation of International Coercion"|"Peace and Opinion"|"D. W. Bowett"|"C. A. W. Manning"|"AHWKYZ391886391"|"AHWKYZ391886391"|""
"cho_byil_1962_0038_000_0000"|"35"|"35"|"Repertoire des decisions et des documents de la procedure ecrite et orale de la Cour Permanente de Justice Internationale et de la Cour Internationale de Justice. Serie 1: Cour Permanente de Justice Internationale, 1922-45"|"Law and Minimum World Public Order: The Legal Regulation of International Coercion"|"R. Y. Jennings"|"D. W. Bowett"|"SIKFBA952347037"|"SIKFBA952347037"|""
"cho_byil_1962_0038_000_0000"|"36"|"36"|"II Fenomeno dell' organizzazione e la comunita internazionale"|"Repertoire des decisions et des documents de la procedure ecrite et orale de la Cour Permanente de Justice Internationale et de la Cour Internationale de Justice. Serie 1: Cour Permanente de Justice Internationale, 1922-45"|"K. Lipstein"|"R. Y. Jennings"|"YKBROI068597333"|"YKBROI068597333"|""
"cho_byil_1962_0038_000_0000"|"37"|"37"|"Communicazione e studi. Volume X. Istituto di Diritto Internazionale e Straniero della Universita di Milano"|"II Fenomeno dell' organizzazione e la comunita internazionale"|"K. Lipstein"|"K. Lipstein"|"MQSMQC895803247"|"MQSMQC895803247"|""
"cho_byil_1962_0038_000_0000"|"38"|"38"|"Manuale di diritto internazionale"|"Communicazione e studi. Volume X. Istituto di Diritto Internazionale e Straniero della Universita di Milano"|"K. Lipstein"|"K. Lipstein"|"AZYBCG496016800"|"AZYBCG496016800"|""
"cho_byil_1962_0038_000_0000"|"39"|"39"|"International Law in an Expanded World"|"Manuale di diritto internazionale"|"R. Y. Jennings"|"K. Lipstein"|"ZUNLVU189142978"|"ZUNLVU189142978"|""
"cho_byil_1962_0038_000_0000"|"40"|"40"|"Worterbuch des Volkerrechts"|"International Law in an Expanded World"|"K. R. Simmonds"|"R. Y. Jennings"|"UTGLZL282938127"|"UTGLZL282938127"|""
"cho_byil_1962_0038_000_0000"|"41"|"41"|"Some Newly Established Asian States and the Development of International Law"|"Worterbuch des Volkerrechts"|"R. Y. Jennings"|"K. R. Simmonds"|"IQNBHC406919420"|"IQNBHC406919420"|""
"cho_byil_1962_0038_000_0000"|"42"|"42"|"Nationalisation of Foreign Property. By Gillian White. London: Stevens & Sons Limited, 1961. xxvi+283 pp. £3. 3s"|"Some Newly Established Asian States and the Development of International Law"|"F. A. Mann"|"R. Y. Jennings"|"IHRBSR360108790"|"ZTTHCM446354969"|""
"cho_byil_1962_0038_000_0000"|"43"|"43"|"Table of Cases"|"Nationalisation of Foreign Property. By Gillian White. London: Stevens & Sons Limited, 1961. xxvi+283 pp. £3. 3s"|""|"F. A. Mann"|"CDBXUZ130551688"|"IHRBSR360108790"|""
"cho_byil_1963_0039_000_0000"|"20"|"20"|"Decisions of British Courts during 1962-1963 Involving Questions of Public or Private International Law"|"Decisions of British Courts During 1962-1963 Involving Questions of Public or Private International Law"|"D. W. Bowett"|""|"SKWGOD030153614"|"SKWGOD030153614"|""
"cho_byil_1963_0039_000_0000"|"21"|"21"|"B. Private International Law"|"A. Public International Law"|"P. B. Carter"|"D. W. Bowett"|"PZZSWY941354067"|"PZZSWY941354067"|""
"cho_byil_1963_0039_000_0000"|"22"|"22"|"Reviews of Books"|"B. Private International Law"|""|"P. B. Carter"|"MUVSSA639893865"|"MUVSSA639893865"|""
"cho_byil_1963_0039_000_0000"|"23"|"23"|"Académie de Droit International de la Haye: Recueil des cours, 1961"|"Reviews of Books"|"Ian Brownlie"|""|"AOHLND856944403"|"AOHLND856944403"|""
"cho_byil_1963_0039_000_0000"|"24"|"24"|"British International Law Cases"|"Académie de Droit International de la Haye: Recueil des cours, 1961"|"George P. Barton"|"Ian Brownlie"|"USHYWD965472806"|"USHYWD965472806"|""
"cho_byil_1963_0039_000_0000"|"25"|"25"|"Mélanges offerts à Henri Rolin-Problèmes de droit des gens"|"British International Law Cases"|"E. Lauterpacht"|"George P. Barton"|"SEKVIO180456804"|"SEKVIO180456804"|""
"cho_byil_1963_0039_000_0000"|"26"|"26"|"Report of the Asian African Legal Consultative Committee-Fifth Session"|"Mélanges offerts à Henri Rolin-Problèmes de droit des gens"|"Paul B. Fairest"|"E. Lauterpacht"|"DJOKCJ694787974"|"DJOKCJ694787974"|""
"cho_byil_1963_0039_000_0000"|"27"|"27"|"Les Forces armées des Nations Unies en Corée et au Moyen-Orient"|"Report of the Asian African Legal Consultative Committee-Fifth Session"|"John Collier"|"Paul B. Fairest"|"NUAOQK225579146"|"NUAOQK225579146"|""
"cho_byil_1963_0039_000_0000"|"28"|"28"|"Law and the Algerian Revolution"|"Les Forces armées des Nations Unies en Corée et au Moyen-Orient"|"C. A. Hopkins"|"John Collier"|"KRDMMM269551181"|"KRDMMM269551181"|""
"cho_byil_1963_0039_000_0000"|"29"|"29"|"Le Droit diplomatique contemporain"|"Law and the Algerian Revolution"|"J. K. Grodecki"|"C. A. Hopkins"|"QXDZWR041858277"|"QXDZWR041858277"|""
"cho_byil_1963_0039_000_0000"|"30"|"30"|"Le Droit international public positif"|"Le Droit diplomatique contemporain"|"D. H. N. Johnson"|"J. K. Grodecki"|"MMCJDY125114305"|"MMCJDY125114305"|""
"cho_byil_1963_0039_000_0000"|"31"|"31"|"L' Esecuzione delle obbligazioni nel diritto internazionale privato"|"Le Droit international public positif"|"K. Lipstein"|"D. H. N. Johnson"|"MCZIFM283208411"|"MCZIFM283208411"|""
"cho_byil_1963_0039_000_0000"|"32"|"32"|"The British Commonwealth in International Law"|"L' Esecuzione delle obbligazioni nel diritto internazionale privato"|"John Hopkins"|"K. Lipstein"|"HNSELF513487723"|"HNSELF513487723"|""
"cho_byil_1963_0039_000_0000"|"33"|"33"|"International Immunities"|"The British Commonwealth in International Law"|"Oscar Schachter"|"John Hopkins"|"MRPKES860923648"|"MRPKES860923648"|""
"cho_byil_1963_0039_000_0000"|"34"|"34"|"Law, Freedom and Welfare"|"International Immunities"|"Rosalyn Higgins"|"Oscar Schachter"|"AJEISR812524271"|"AJEISR812524271"|""
"cho_byil_1963_0039_000_0000"|"35"|"35"|"The Public Order of the Oceans: A Contemporary International Law of the Sea"|"Law, Freedom and Welfare"|"D. W. Bowett"|"Rosalyn Higgins"|"HHOMZL192729330"|"HHOMZL192729330"|""
"cho_byil_1963_0039_000_0000"|"36"|"36"|"Studi sul processo internazionale"|"The Public Order of the Oceans: A Contemporary International Law of the Sea"|"K. Lipstein"|"D. W. Bowett"|"GYYUIJ719217529"|"GYYUIJ719217529"|""
"cho_byil_1963_0039_000_0000"|"37"|"37"|"L'Unification des règles de conflits de lois en matière de forme de testaments"|"Studi sul processo internazionale"|"J. K. Grodecki"|"K. Lipstein"|"TSYPKP207889607"|"TSYPKP207889607"|""
"cho_byil_1963_0039_000_0000"|"38"|"38"|"De la Charte des Nations Unies à une meilleure organisation du monde"|"L'Unification des règles de conflits de lois en matière de forme de testaments"|"F. S. Northedge"|"J. K. Grodecki"|"SQLXYF415926672"|"SQLXYF415926672"|""
"cho_byil_1963_0039_000_0000"|"39"|"39"|"The Frontiers of International Law"|"De la Charte des Nations Unies à une meilleure organisation du monde"|"F. A. Mann"|"F. S. Northedge"|"RVISKK921750004"|"RVISKK921750004"|""
"cho_byil_1963_0039_000_0000"|"40"|"40"|"British Shipping Laws, Volume 8: International Conventions of Merchant Shipping"|"The Frontiers of International Law"|"Arnold Kean"|"F. A. Mann"|"JMXTFI019969260"|"JMXTFI019969260"|""
"cho_byil_1963_0039_000_0000"|"41"|"41"|"Essai sur le secrétariat international"|"British Shipping Laws, Volume 8: International Conventions of Merchant Shipping"|"Rosalyn Higgins"|"Arnold Kean"|"KSWMWP183240904"|"KSWMWP183240904"|""
"cho_byil_1963_0039_000_0000"|"42"|"42"|"Les Actes juridiques unilatéraux en droit international public"|"Essai sur le secrétariat international"|"D. J. L. Brown"|"Rosalyn Higgins"|"DRBKWY926153939"|"DRBKWY926153939"|""
"cho_byil_1963_0039_000_0000"|"43"|"43"|"The Legal Aspects of the Hungarian Question"|"Les Actes juridiques unilatéraux en droit international public"|"C. A. Hopkins"|"D. J. L. Brown"|"XPEUSA337400391"|"XPEUSA337400391"|""
"cho_byil_1963_0039_000_0000"|"44"|"44"|"The Organization of American States"|"The Legal Aspects of the Hungarian Question"|"Michael Hardy"|"C. A. Hopkins"|"SEEFDM579888755"|"SEEFDM579888755"|""
"cho_byil_1963_0039_000_0000"|"45"|"45"|"Problèmès d'interprétation judiciaire en droit international public"|"The Organization of American States"|"C. H. M. Waldock"|"Michael Hardy"|"ZEARAR691590538"|"ZEARAR691590538"|""
"cho_byil_1963_0039_000_0000"|"46"|"46"|"Völkerrecht"|"Problèmès d'interprétation judiciaire en droit international public"|"F. A. Mann"|"C. H. M. Waldock"|"VCZPNY411350380"|"VCZPNY411350380"|""
"cho_byil_1963_0039_000_0000"|"48"|"48"|"Law and Public Order in Space"|"Völkerrecht"|"J. E. S. Fawcett"|"F. A. Mann"|"AHOGEH728382057"|"AHOGEH728382057"|""
"cho_byil_1963_0039_000_0000"|"49"|"49"|"Digest of International Law"|"Law and Public Order in Space"|"J. A. C. Gutteridge"|"J. E. S. Fawcett"|"WTCFIR810306038"|"WTCFIR810306038"|""
"cho_byil_1963_0039_000_0000"|"50"|"50"|"Table of Cases"|"Digest of International Law"|""|"J. A. C. Gutteridge"|"POUTAF823501117"|"DBFZVD296083087"|""
"cho_byil_1967_0042_000_0000"|"18"|"18"|"Decisions of British Courts during 1967 Involving Questions of Public or Private International Law"|"Decisions of British Courts During 1967 Involving Questions of Public or Private International Law"|"Dr. Ian Brownlie"|""|"MLGBPZ809259136"|"MLGBPZ809259136"|""
"cho_byil_1967_0042_000_0000"|"19"|"19"|"B. Private International Law"|"A. Public International Law"|"P. B. Carter"|"Dr. Ian Brownlie"|"GMHLEK935412677"|"GMHLEK935412677"|""
"cho_byil_1967_0042_000_0000"|"20"|"20"|"Decisions of the Court of Justice of the European Communities during 1967"|"B. Private International Law"|"Dr. Michael Akehurst"|"P. B. Carter"|"OKUIXS226362084"|"OKUIXS226362084"|""
"cho_byil_1967_0042_000_0000"|"21"|"21"|"Reviews of Books"|"Decisions of the Court of Justice of the European Communities during 1967"|""|"Dr. Michael Akehurst"|"QPIDUB459817007"|"QPIDUB459817007"|""
"cho_byil_1967_0042_000_0000"|"22"|"22"|"Académie de Droit International de la Haye: Recueil des cours, 1963"|"Reviews of Books"|"Ian Brownlie"|""|"INJPCA605110759"|"INJPCA605110759"|""
"cho_byil_1967_0042_000_0000"|"23"|"23"|"Académie de Droit International de la Haye: Recueil des cours, 1965"|"Académie de Droit International de la Haye: Recueil des cours, 1963"|"Ian Brownlie"|"Ian Brownlie"|"YEORES694937210"|"YEORES694937210"|""
"cho_byil_1967_0042_000_0000"|"24"|"24"|"British International Law Cases. Volume 6. British Institute Studies in International and Comparative Law, No. I"|"Académie de Droit International de la Haye: Recueil des cours, 1965"|"Ian Brownlie"|"Ian Brownlie"|"YFXLAX274019894"|"YFXLAX274019894"|""
"cho_byil_1967_0042_000_0000"|"25"|"25"|"Case 'Relating to Certain Aspects of the Laws on the Use of Languages in Education in Belgium'"|"British International Law Cases. Volume 6. British Institute Studies in International and Comparative Law, No. I"|"Ian Brownlie"|"Ian Brownlie"|"AQYGRE299028162"|"AQYGRE299028162"|""
"cho_byil_1967_0042_000_0000"|"26"|"26"|"An Introduction to the History of the Law of Nations in the East Indies"|"Case 'Relating to Certain Aspects of the Laws on the Use of Languages in Education in Belgium'"|"D. H. N. Johnson"|"Ian Brownlie"|"LOQFDJ072696386"|"LOQFDJ072696386"|""
"cho_byil_1967_0042_000_0000"|"27"|"27"|"The Indian Year Book of International Affairs, 1964, Vol. XIII, Part II. Studies in the History of the Law of Nations"|"An Introduction to the History of the Law of Nations in the East Indies"|"D. H. N. Johnson"|"D. H. N. Johnson"|"PKZIBO179720225"|"PKZIBO179720225"|""
"cho_byil_1967_0042_000_0000"|"28"|"28"|"Principles of Public International Law. By Ian Brownlie. Oxford: Clarendon Press, 1966"|"The Indian Year Book of International Affairs, 1964, Vol. XIII, Part II. Studies in the History of the Law of Nations"|"R. R. Baxter"|"D. H. N. Johnson"|"MLWNGM786158379"|"MLWNGM786158379"|""
"cho_byil_1967_0042_000_0000"|"29"|"29"|"Le Gouvernement des juges dans les Communautés Européennes"|"Principles of Public International Law. By Ian Brownlie. Oxford: Clarendon Press, 1966"|"Michael Akehurst"|"R. R. Baxter"|"LOYTKO231377402"|"LOYTKO231377402"|""
"cho_byil_1967_0042_000_0000"|"30"|"30"|"Gedächtnisschrift Hans Peters"|"Le Gouvernement des juges dans les Communautés Européennes"|"E. J. Cohn"|"Michael Akehurst"|"FVYMWZ963108669"|"FVYMWZ963108669"|""
"cho_byil_1967_0042_000_0000"|"31"|"31"|"Legal Aspects of International Lending and Economic Development Financing"|"Gedächtnisschrift Hans Peters"|"Gillian White"|"E. J. Cohn"|"TSVRBD279276626"|"TSVRBD279276626"|""
"cho_byil_1967_0042_000_0000"|"32"|"32"|"Essays on the Law of Treaties"|"Legal Aspects of International Lending and Economic Development Financing"|"E. D. Brown"|"Gillian White"|"GQFAOO604300539"|"GQFAOO604300539"|""
"cho_byil_1967_0042_000_0000"|"33"|"33"|"The Structure of United Nations Economic Aid to Underdeveloped Countries"|"Essays on the Law of Treaties"|"Alexander Elkin"|"E. D. Brown"|"WRBETD867156794"|"WRBETD867156794"|""
"cho_byil_1967_0042_000_0000"|"34"|"34"|"International Claims: Postwar British Practice"|"The Structure of United Nations Economic Aid to Underdeveloped Countries"|"Alfred Drucker"|"Alexander Elkin"|"OAZBWW951154934"|"OAZBWW951154934"|""
"cho_byil_1967_0042_000_0000"|"35"|"35"|"International Law in Australia"|"International Claims: Postwar British Practice"|"D. W. Greig"|"Alfred Drucker"|"OUJQOU938264668"|"OUJQOU938264668"|""
"cho_byil_1967_0042_000_0000"|"36"|"36"|"The Foundations of Freedom: The Interrelationship between Democracy and Human Rights"|"International Law in Australia"|"José A. Cabranes"|"D. W. Greig"|"EHMEGX858533376"|"EHMEGX858533376"|""
"cho_byil_1967_0042_000_0000"|"37"|"37"|"Manual of Public International Law"|"The Foundations of Freedom: The Interrelationship between Democracy and Human Rights"|"Ian Brownlie"|"José A. Cabranes"|"YSBYYW936504962"|"YSBYYW936504962"|""
