PSMID|Fulltitle|Article Sequence|Title|CHO Pub Type|Aucomposed|Prefix|First|Middle|Last|Suffix|Atlas Hub UID|PNA Notes
cho_wtxx_1959_0015_000_0000|The World Today|6|Notes of the Month: West Berlin's Economy in a Divided Germany|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|7|Notes of the Month: Ghana Radio|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|8|The World Today|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|13|Back Matter|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|14|Issue 2: February|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|19|Issue 3: March|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|20|Notes of the Month: Soviet-Persian Relations|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|21|Notes of the Month: From Fanfani to Segni: Italy's New Government|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|22|Notes of the Month: Mao and Chiang Abandon Formal Primacy|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|27|Issue 4: April|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|28|Notes of the Month: The Alternatives for Nyasaland in 1960|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|29|Notes of the Month: Lebanon in Perspective|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|34|Issue 5: May|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|35|Notes of the Month: The Situation of Tibet|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|36|Notes of the Month: The Moroccan Istiqlal|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|40|Issue 6: June|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|41|Notes of the Month: Anglo-Soviet Trade Prospects|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|42|Notes of the Month: Protectionist Trends in the United States|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|43|Notes of the Month: The General Election in Austria|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|44|Corrigendum|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|49|Issue 7: July|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|53|Back Matter|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|54|Issue 8: August|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|55|Note of the Month: How Communist is Cuba?|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|56|Back Matter|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|60|Issue 9: September|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|61|Notes of the Month: The African Press Looks at the Devlin Report|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|66|Issue 10: October|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|67|Note of the Month: Algeria: Chances of Success|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|72|Issue 11: November|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|73|Notes of the Month: America's Steel Strike|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|74|Notes of the Month: China Looks for New Friends|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|75|Notes of the Month: The International Monetary Fund's Annual Meeting|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|80|Issue 12: December|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|81|Notes of the Month: U.S. Dilemma in Panama and Cuba|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|82|Notes of the Month: Elections in Israel|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|83|Notes of the Month: Tunisia , Autumn 1959|Journals||||||||
cho_wtxx_1959_0015_000_0000|The World Today|85|Appendix|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|Book Level||Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|1|Front Matter|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|2|Front Matter|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|3|Classified Index of Articles and Notes|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|4|Issue 1: January|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|5|Note of the Month: Africa's Year|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|10|Issue 2: February|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|11|Notes of the Month: Strikes in Belgium|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|12|Notes of the Month: East and West Germany Compete in Africa|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|13|Corrigendum|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|18|Issue 3: March|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|19|Notes of the Month: The Lavon Affair|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|20|Notes of the Month: 'Afrique d'expression fran?aise'|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|25|Issue 4: April|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|31|Issue 5: May|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|32|Notes of the Month: The United States and Cuba|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|38|Issue 6: June|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|39|Notes of the Month: Crisis in Iran|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|40|Notes of the Month: Nuclear Test Negotiations|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|44|Issue 7: July|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|45|Notes of the Month: Breakdown at Evian|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|46|Notes of the Month: Standstill over South Africa|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|51|Issue 8: August|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|52|Notes of the Month: The Berlin Crisis|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|53|Notes of the Month: Arab Reactions to Kuwait|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|58|Issue 9: September|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|59|Note of the Month: New Government in the Congo|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|60|Corrigendum|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|66|Issue 10: October|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|67|Notes of the Month: The Belgrade Conference of Non-aligned Nations|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|68|Notes of the Month: Commonwealth Finance Ministers at Accra|Journals||||||||
cho_wtxx_1961_0017_000_0000|The World Today|71|The U.S.'Colonial Experiment' in Haiti|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|Book Level||Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|1|Front Matter|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|2|Front Matter|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|3|Classified Index of Articles and Notes|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|4|Issue 1: January|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|5|Notes of the Month: India and Goa|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|6|Notes of the Month: U.S. Difficulties in Latin America|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|11|Issue 2: February|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|12|Notes of the Month: The Dispute over British Honduras|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|13|Notes of the Month: The Bantustans: Needs for Development|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|18|Issue 3: March|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|19|Notes of the Month:'Opening to the Left' in Italy|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|20|New Deal for European Agriculture|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|25|Issue 4: April|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|26|Note of the Month: New Soviet Farm Policy|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|31|Issue 5: May|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|32|Notes of the Month: Britain and European Political Integration|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|33|Notes of the Month: Technical Co-operation among African States|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|38|Issue 6: June|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|39|Note of the Month: The CENTO and N.A.T.O. Meetings|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|45|Issue 7: July|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|46|Notes of the Month: The Dilemma of Comecon|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|47|Notes of the Month: The South African 'Sabotage' Bill|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|48|Notes of the Month: Constitutional Factors in the Transfer of Power|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|54|Issue 8: August|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|55|Notes of the Month: The Mystery of South West Africa|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|56|Notes of the Month: The French Nuclear Striking Force|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|62|Issue 7: September|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|63|Note of the Month: Berlin: One Year of the Wall|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|64|Erratum|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|70|Issue 10: October|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|76|Issue 11: November|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|77|Notes of the Month: Cuba: A U.S. Election Issue|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|78|Notes of the Month: U.N. Spotlight on Southern Rhodesia|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|83|Issue 12: December|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|84|Note of the Month: Communist Comment on the India-China Dispute|Journals||||||||
cho_wtxx_1962_0018_000_0000|The World Today|90|Corrigendum|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|Book Level||Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|1|Front Matter|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|2|Front Matter|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|3|Classified index of articles and notes|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|4|[Issue 1]: January|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|11|[Issue 2]: February|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|21|[Issue 3]: March|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|26|Corrigenda|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|30|[Issue 4]: April|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|37|[Issue 5]: May|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|44|[Issue 6]: June|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|47|Back Matter|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|53|[Issue 7]: July|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|57|Italy's economic crisis a temporary pause or an end of the 'miracle'?|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|60|[Issue 8]: August|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|61|Notes of the month: Non-proliferation: last chance?|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|68|[Issue 9]: September|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|75|[Issue 10]: October|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|82|[Issue 11]: November|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|89|[Issue 12]: December|Journals||||||||
cho_wtxx_1965_0021_000_0000|The World Today|92|The Oau meeting in Accra|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|Book Level||Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|1|Front Matter|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|2|Front Matter|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|3|Classified index of articles and notes|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|4|[Issue 1]: January|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|10|Back Matter|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|11|[Issue 2]: February|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|13|Notes of the month: The U.S.S.R. as peacemaker: Tashkent and after|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|14|Britain's place in Europe|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|18|[Issue 3]: March|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|25|[Issue 4]: April|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|32|[Issue 5]: May|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|34|Back Matter|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|40|[Issue 6]: June|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|48|[Issue 7]: July|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|55|[Issue 8]: August|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|61|[Issue 9]: September|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|63|Erratum|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|68|Back Matter|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|69|[Issue 10]: October|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|77|[Issue 11]: November|Journals||||||||
cho_wtxx_1966_0022_000_0000|The World Today|85|[Issue 12]: December|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|Book Level||Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|1|Front Matter|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|2|Front Matter|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|3|Classified index of articles and Notes|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|4|Front Matter|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|5|[Issue 1]: January|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|12|[Issue 2]: February|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|18|[Issue 3]: March|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|20|Note of the Month: The death of General Sikorski|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|31|[Issue 4]: May|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|38|[Issue 5]: June|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|39|Notes of the month: Finnish Communists in disarray|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|45|[Issue 6]: July|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|46|Notes of the month: Search for a Middle East settlement|Journals||||||||
cho_wtxx_1969_0025_000_0000|The World Today|47|Notes of the month: The International Communist Conference|Journals||||||||
